ArtistName : Plum
SongName   : 오래 전의 약속
SongPath   : Liss/오래 전의 약속/An Old Promise
Bpm    : 130
Offset : 0

[ NOTE ]
1, 1846, 0, 0
1, 2307, 0, 0
2, 2769, 0, 0
2, 3230, 0, 0
1, 3692, 0, 0
1, 4153, 0, 0
2, 4615, 0, 0
2, 5076, 0, 0
4, 5538, 0, 0
4, 6000, 0, 0
3, 6461, 0, 0
3, 6923, 0, 0
4, 7384, 0, 0
4, 7846, 0, 0
3, 8307, 0, 0
3, 8769, 0, 0
1, 9230, 0, 0
1, 9692, 0, 0
2, 10153, 0, 0
2, 10615, 0, 0
1, 11076, 0, 0
1, 11538, 0, 0
2, 12000, 0, 0
2, 12461, 0, 0
4, 12923, 0, 0
4, 13384, 0, 0
3, 13846, 0, 0
3, 14307, 0, 0
4, 14769, 0, 0
4, 15230, 0, 0
3, 15692, 0, 0
3, 16153, 0, 0
1, 16615, 0, 1
4, 16615, 0, 1
1, 16846, 0, 2
4, 16846, 0, 2
0, 17076, 2, 0
5, 17538, 2, 0
2, 18000, 0, 0
3, 18000, 0, 0
0, 18461, 2, 0
5, 18923, 2, 0
2, 19384, 0, 0
3, 19384, 0, 0
0, 20307, 2, 0
5, 20769, 2, 0
2, 21230, 0, 0
3, 21230, 0, 0
0, 22153, 2, 0
5, 22615, 2, 0
2, 23076, 0, 0
3, 23076, 0, 0
0, 24000, 2, 0
5, 24461, 2, 0
2, 24923, 0, 0
3, 24923, 0, 0
0, 25846, 2, 0
5, 26307, 2, 0
2, 26769, 0, 0
3, 26769, 0, 0
0, 27692, 2, 0
5, 28153, 2, 0
2, 28615, 0, 0
3, 28615, 0, 0
0, 29538, 2, 0
5, 30000, 2, 0
0, 30461, 2, 0
5, 30923, 2, 0
2, 31384, 0, 1
3, 31384, 0, 1
2, 32769, 0, 2
3, 32769, 0, 2
1, 33230, 0, 1
2, 33692, 0, 0
3, 34153, 0, 0
2, 34615, 0, 0
3, 35076, 0, 0
2, 35538, 0, 0
3, 36000, 0, 0
2, 36461, 0, 0
3, 36923, 0, 0
2, 37384, 0, 0
3, 37846, 0, 0
2, 38307, 0, 0
3, 38769, 0, 0
2, 39230, 0, 0
3, 39692, 0, 0
2, 40153, 0, 0
4, 40615, 0, 1
2, 41076, 0, 0
3, 41538, 0, 0
2, 42000, 0, 0
3, 42461, 0, 0
2, 42923, 0, 0
3, 43384, 0, 0
2, 43846, 0, 0
3, 44307, 0, 0
2, 44769, 0, 0
3, 45230, 0, 0
2, 45692, 0, 0
3, 46153, 0, 0
2, 46615, 0, 0
3, 47076, 0, 0
4, 47538, 0, 2
1, 48000, 0, 0
0, 48000, 2, 1
2, 48115, 0, 0
1, 48230, 0, 0
2, 48346, 0, 0
4, 48461, 0, 0
3, 48576, 0, 0
4, 48692, 0, 0
3, 48807, 0, 0
1, 48923, 0, 0
2, 49038, 0, 0
1, 49153, 0, 0
2, 49269, 0, 0
4, 49384, 0, 0
3, 49500, 0, 0
4, 49615, 0, 0
3, 49730, 0, 0
1, 49846, 0, 0
2, 49961, 0, 0
1, 50076, 0, 0
2, 50192, 0, 0
4, 50307, 0, 0
3, 50423, 0, 0
4, 50538, 0, 0
3, 50653, 0, 0
1, 50769, 0, 0
2, 50884, 0, 0
1, 51000, 0, 0
2, 51115, 0, 0
4, 51230, 0, 0
3, 51346, 0, 0
4, 51461, 0, 0
3, 51576, 0, 0
1, 51692, 0, 0
0, 51692, 2, 2
5, 51692, 2, 1
4, 51807, 0, 0
1, 51923, 0, 0
4, 52038, 0, 0
1, 52153, 0, 0
4, 52269, 0, 0
1, 52384, 0, 0
4, 52500, 0, 0
1, 52615, 0, 0
4, 52730, 0, 0
1, 52846, 0, 0
4, 52961, 0, 0
1, 53076, 0, 0
4, 53192, 0, 0
1, 53307, 0, 0
4, 53423, 0, 0
1, 53538, 0, 0
4, 53653, 0, 0
1, 53769, 0, 0
4, 53884, 0, 0
1, 54000, 0, 0
4, 54115, 0, 0
1, 54230, 0, 0
4, 54346, 0, 0
1, 54461, 0, 0
4, 54576, 0, 0
1, 54692, 0, 0
4, 54807, 0, 0
5, 54923, 2, 0
2, 55038, 0, 0
1, 55153, 0, 0
4, 55269, 0, 0
3, 55384, 0, 0
2, 55500, 0, 0
1, 55615, 0, 0
4, 55615, 0, 0
3, 55730, 0, 0
2, 55846, 0, 0
1, 55961, 0, 0
4, 55961, 0, 0
3, 56076, 0, 0
