ArtistName : PriTune
SongName   : Flap
SongPath   : Liss/Flap/PeriTune-Flap
Bpm    : 101
Offset : 0

[ NOTE ]
1, 668, 0, 1
4, 965, 1, 0
1, 965, 0, 2
3, 1113, 1, 0
2, 1262, 1, 0
3, 1410, 1, 0
4, 1559, 1, 0
4, 1856, 0, 0
2, 2301, 0, 0
3, 2450, 0, 0
1, 2896, 0, 0
2, 3193, 0, 0
3, 3490, 0, 0
0, 3638, 2, 0
3, 3935, 0, 0
4, 4232, 0, 1
4, 4529, 0, 2
1, 4529, 1, 0
2, 4678, 1, 0
3, 4826, 1, 0
2, 4975, 1, 0
1, 5123, 1, 0
3, 5420, 0, 0
1, 5866, 0, 0
2, 6014, 0, 0
4, 6460, 0, 0
3, 6757, 1, 0
2, 6905, 1, 0
1, 7054, 1, 0
2, 7202, 1, 0
3, 7351, 1, 0
4, 7500, 1, 0
3, 7648, 1, 0
2, 7797, 1, 0
1, 8242, 1, 0
4, 8391, 1, 0
2, 8539, 1, 0
3, 8688, 1, 0
1, 8836, 0, 0
4, 9133, 0, 0
2, 9430, 0, 0
1, 9579, 0, 0
3, 10024, 0, 0
4, 10173, 0, 0
3, 10618, 0, 0
1, 10915, 0, 0
3, 11212, 0, 0
4, 11509, 1, 0
3, 11658, 1, 0
2, 11806, 1, 0
1, 11955, 1, 0
2, 12103, 1, 0
4, 12400, 1, 0
3, 12549, 1, 0
2, 12698, 1, 0
1, 12846, 1, 0
2, 12995, 1, 0
3, 13143, 1, 0
4, 13292, 1, 0
3, 13440, 1, 0
4, 13589, 1, 0
3, 13737, 1, 0
2, 13886, 1, 0
1, 14034, 1, 0
2, 14183, 1, 0
0, 14480, 2, 0
5, 14777, 2, 0
1, 15074, 0, 0
5, 15074, 2, 0
4, 15371, 1, 0
3, 15519, 1, 0
2, 15668, 1, 0
1, 15816, 1, 0
2, 16113, 0, 0
5, 16113, 2, 0
3, 16559, 0, 0
4, 16707, 0, 0
0, 17004, 2, 0
3, 17153, 0, 0
2, 17450, 0, 0
